Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), Scale factor, Levels, Edge threshold, First level, Points in element, Patch size, Fast threshold
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,0, 1, 1, 100, 15, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,1, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,2, 0, 0, -1, 6, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,3, 0, 0, -1, 6, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,4, 0, 0, -1, 6, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,5, 4, 4, 100, 11, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,6, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,7, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,8, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,9, 1, 1, 100, 11, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,10, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,11, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,12, 1, 1, 100, 11, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,13, 0, 0, -1, 6, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,14, 0, 0, -1, 6, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,15, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,16, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,17, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,18, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,19, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,20, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,21, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,22, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,23, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,24, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,25, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,26, 0, 0, -1, 5, 1.6, 4, 31, 0, 2, 31, 20
